API Number,Operator,Lease Name,Well Number,County,District,Well Type,Status,Permit Date,Completion Date,Formation,Total Depth,Lateral Length,IP Oil (bbl/day),IP Gas (mcf/day),Total Oil (12mo),Total Gas (12mo),Ownership Count,Lease Count,Has Frac Data
42-317-94779-52,"Apache Corporation","Cowden Ranch",22H,MIDLAND,08,Oil,Completed,,2024-10-13,Spraberry,9681,13109,440,6429,0,0,0,0,No
42-123-25307-13,"EOG Resources","Spraberry Trend",30H,DEWITT,08,Oil,Completed,,2024-10-13,Austin Chalk,7175,5220,1165,655,0,0,0,1,No
42-475-18223-80,"Surge Energy","Cowden Ranch",26H,WARD,08,Oil,Completed,,2024-10-13,Wolfcamp A,10971,12521,1611,2379,0,0,0,0,No
42-479-27854-66,"Diamondback Energy","Eagle Ford Unit",35H,WEBB,08,Oil,Completed,,2024-10-09,Eagle Ford Shale,8911,6836,311,3281,0,0,0,2,No
42-221-10027-86,"ExxonMobil","University Lands",43,HOWARD,08,Gas,Completed,,2024-10-07,Dean Sand,10348,,139,20574,0,0,0,1,No
42-479-37931-52,"SM Energy","Fasken Ranch",37H,WEBB,08,Gas,Completed,,2024-10-06,Olmos,11616,13506,25,7017,0,0,0,0,No
42-269-72866-24,"Fasken Oil and Ranch","University Lands",3H,LOVING,08,Oil,Completed,,2024-10-05,3rd Bone Spring,10119,6992,2366,2746,0,0,1,1,No
42-371-82814-25,"Marathon Oil","Spraberry Deep",40H,REEVES,08,Oil,Completed,,2024-10-03,Avalon Shale,6824,8397,2226,4527,0,0,0,0,No
42-127-81090-37,"EOG Resources","Bass Ranch",16H,DIMMIT,08,Oil,Completed,,2024-09-30,Austin Chalk,6844,10599,1857,1639,0,0,0,0,No
42-130-23915-17,"Surge Energy","Bone Spring Unit",10H,ECTOR,08,Oil,Completed,,2024-09-28,Clearfork,7608,13843,1206,2663,0,0,0,0,No
42-479-58386-41,"Pioneer Natural Resources","Section 12",24H,WEBB,08,Oil,Completed,,2024-09-28,Eagle Ford Shale,10170,10504,1936,3599,0,0,0,0,No
42-479-54270-13,"Occidental Petroleum","Eagle Ford Unit",48H,WEBB,08,Oil,Completed,,2024-09-26,Olmos,7413,5659,1602,1775,0,0,0,0,No
42-130-49581-47,"CrownQuest Operating","Goldsmith",21H,ECTOR,08,Oil,Completed,,2024-09-26,Devonian,7811,9076,2481,6860,0,0,0,1,No
42-371-63391-72,"Occidental Petroleum","Block 42",30H,REEVES,08,Gas,Completed,,2024-09-25,Wolfcamp A,12755,13480,39,11244,0,0,0,0,No
42-221-72069-44,"ExxonMobil","Goldsmith",39H,HOWARD,08,Oil,Completed,,2024-09-25,Spraberry,9326,10049,1186,6378,0,0,0,0,No
42-221-55797-06,"Marathon Oil","Pecos Valley",49H,HOWARD,08,Gas,Completed,,2024-09-24,Spraberry,9898,11414,140,22950,0,0,0,0,No
42-371-84107-54,"ExxonMobil","Howard Draw",22H,REEVES,08,Oil,Completed,,2024-09-23,3rd Bone Spring,9854,11656,408,860,0,0,0,0,No
42-130-64979-99,"Laredo Petroleum","Spraberry Deep",43H,ECTOR,08,Oil,Completed,,2024-09-23,Clearfork,6369,10281,944,3295,0,0,1,0,No
42-127-41756-63,"Laredo Petroleum","Delaware Basin",37,DIMMIT,08,Oil,Completed,,2024-09-20,Austin Chalk,6998,,651,330,0,0,0,0,No
42-317-90264-99,"Mewbourne Oil Company","Block 42",36,MIDLAND,08,Oil,Completed,,2024-09-20,Wolfcamp D,12597,,2398,5828,0,0,0,1,No
42-371-78264-83,"Mewbourne Oil Company","Bone Spring Unit",8H,REEVES,08,Oil,Completed,,2024-09-19,Delaware Sand,10510,13448,2404,3994,0,0,0,1,No
42-303-74569-19,"Pioneer Natural Resources","Howard Draw",31H,MARTIN,08,Oil,Completed,,2024-09-17,Wolfcamp A,10836,12680,672,4000,0,0,1,0,No
42-479-85138-59,"ConocoPhillips","Eagle Ford Unit",16H,WEBB,08,Oil,Completed,,2024-09-15,Eagle Ford Shale,11813,8351,1222,4755,0,0,0,1,No
42-269-28556-22,"Surge Energy","Pecos Valley",35H,LOVING,08,Oil,Completed,,2024-09-14,Bone Spring,9957,7514,1400,3969,0,0,0,0,No
42-269-98633-48,"Callon Petroleum","University Lands",30H,LOVING,08,Oil,Completed,,2024-09-13,Bone Spring,9615,7200,565,1635,0,0,0,0,No
42-127-86655-64,"Endeavor Energy Resources","Wolfcamp Ranch",10,DIMMIT,08,Oil,Completed,,2024-09-13,Pearsall Shale,10985,,800,469,0,0,0,0,No
42-479-43469-59,"Chevron USA","Block 42",41H,WEBB,08,Oil,Completed,,2024-09-12,Olmos,7085,13746,666,2871,0,0,0,0,No
42-221-31627-44,"Callon Petroleum","Block 42",22H,HOWARD,08,Gas,Completed,,2024-09-10,Wolfcamp B,12798,10655,166,3210,0,0,1,0,No
42-317-81765-74,"Devon Energy","Spraberry Deep",40H,MIDLAND,08,Gas,Completed,,2024-09-08,Clearfork,8684,10443,221,5457,0,0,0,0,No
42-317-62703-09,"EOG Resources","Section 12",47H,MIDLAND,08,Gas,Completed,,2024-09-08,Wolfcamp B,12675,11036,161,18510,0,0,0,2,No
42-269-12131-04,"Mewbourne Oil Company","Clearfork Unit",7H,LOVING,08,Oil,Completed,,2024-09-06,Bone Spring,9090,6677,327,4417,0,0,0,0,No
42-269-76562-65,"Diamondback Energy","Cowden Ranch",23,LOVING,08,Oil,Completed,,2024-09-03,2nd Bone Spring,9149,,1824,7208,0,0,0,2,No
42-475-89122-78,"Mewbourne Oil Company","Martin Ranch",27H,WARD,08,Oil,Completed,,2024-08-30,Bone Spring,9700,14678,1697,5737,0,0,0,0,No
42-475-76015-58,"Ovintiv","Pecos Valley",1H,WARD,08,Oil,Completed,,2024-08-26,Bone Spring,10074,6006,1844,3375,0,0,0,1,No
42-475-10856-42,"Pioneer Natural Resources","Cowden Ranch",17H,WARD,08,Oil,Completed,,2024-08-25,Cherry Canyon,9605,13078,1368,6017,0,0,0,0,No
42-475-26733-15,"Marathon Oil","Block 42",20,WARD,08,Oil,Completed,,2024-08-23,Wolfcamp B,12825,,398,4249,0,0,0,0,No
42-475-34554-50,"Pioneer Natural Resources","Howard Draw",37H,WARD,08,Gas,Completed,,2024-08-19,Delaware Sand,6499,6649,139,7119,0,0,0,0,No
42-130-88546-31,"Mewbourne Oil Company","Clearfork Unit",1,ECTOR,08,Oil,Completed,,2024-08-17,Devonian,7840,,925,2842,0,0,0,1,No
42-269-49916-98,"Fasken Oil and Ranch","Bass Ranch",5H,LOVING,08,Oil,Completed,,2024-08-14,3rd Bone Spring,9262,12783,2316,5358,0,0,0,0,No
42-479-23262-45,"Mewbourne Oil Company","Midland Basin",42H,WEBB,08,Oil,Completed,,2024-08-13,San Miguel,10764,14241,1917,3419,0,0,0,2,No
42-475-84044-98,"Occidental Petroleum","Eagle Ford Unit",44H,WARD,08,Oil,Completed,,2024-08-09,Delaware Sand,10261,14917,1548,6801,0,0,0,0,No
42-353-37471-07,"Endeavor Energy Resources","Eagle Ford Unit",15H,PECOS,08,Oil,Completed,,2024-08-09,Wolfcamp A,12088,10564,1224,3687,0,0,0,0,No
42-303-44609-38,"Chevron USA","Midland Basin",10H,MARTIN,08,Oil,Completed,,2024-08-09,Dean Sand,9716,13668,1567,6094,0,0,0,0,No
42-123-53258-34,"Surge Energy","Spraberry Trend",46,DEWITT,08,Gas,Completed,,2024-08-09,Eagle Ford Shale,9882,,38,17910,0,0,0,0,No
42-269-23928-10,"ConocoPhillips","Midland Basin",37H,LOVING,08,Gas,Completed,,2024-08-01,Bone Spring,8293,5253,46,19770,0,0,0,0,No
42-221-27192-34,"Ovintiv","Bass Ranch",24H,HOWARD,08,Oil,Completed,,2024-08-01,Wolfcamp A,11556,6326,1034,7442,0,0,1,0,No
42-127-80811-52,"Pioneer Natural Resources","Fasken Ranch",45H,DIMMIT,08,Oil,Completed,,2024-07-31,Pearsall Shale,11656,12379,1137,3231,0,0,0,0,No
42-130-21525-99,"CrownQuest Operating","Spraberry Trend",19H,ECTOR,08,Oil,Completed,,2024-07-28,Devonian,11974,12235,2424,3100,0,0,0,1,No
42-353-51209-07,"Pioneer Natural Resources","San Andres",4H,PECOS,08,Oil,Completed,,2024-07-28,Wolfcamp B,9306,14480,1351,5531,0,0,0,1,No
42-221-25591-38,"Occidental Petroleum","Bone Spring Unit",9H,HOWARD,08,Oil,Completed,,2024-07-27,Lower Spraberry,7847,10117,993,4338,0,0,1,1,No
42-317-46054-05,"Occidental Petroleum","Block 42",10H,MIDLAND,08,Oil,Completed,,2024-07-25,Wolfcamp B,9400,11829,733,3173,0,0,0,0,No
42-317-40976-00,"Laredo Petroleum","Clearfork Unit",12H,MIDLAND,08,Gas,Completed,,2024-07-25,Lower Spraberry,9004,11530,185,12615,0,0,0,0,No
42-123-34277-82,"Marathon Oil","Delaware Basin",28H,DEWITT,08,Oil,Completed,,2024-07-25,Eagle Ford Shale,11999,10068,1033,3562,0,0,0,0,No
42-475-92543-93,"Occidental Petroleum","Delaware Basin",24H,WARD,08,Gas,Completed,,2024-07-25,Delaware Sand,9222,6055,83,21114,0,0,0,0,No
42-371-23584-41,"Marathon Oil","Section 12",17H,REEVES,08,Oil,Completed,,2024-07-25,Delaware Sand,8018,5640,681,1984,0,0,0,0,No
42-303-36124-23,"Pioneer Natural Resources","Bone Spring Unit",7H,MARTIN,08,Oil,Completed,,2024-07-24,Spraberry,7569,10975,1452,6013,0,0,0,0,No
42-127-59722-48,"Chevron USA","Midland Basin",1H,DIMMIT,08,Oil,Completed,,2024-07-21,Austin Chalk,10134,5213,463,1974,0,0,0,0,No
42-303-71933-07,"Mewbourne Oil Company","Cowden Ranch",43,MARTIN,08,Oil,Completed,,2024-07-18,Wolfcamp B,12064,,2306,6262,0,0,0,0,No
42-127-76800-51,"CrownQuest Operating","Spraberry Trend",14H,DIMMIT,08,Oil,Completed,,2024-07-17,Eagle Ford Shale,10523,14326,339,3944,0,0,0,0,No
42-239-94358-73,"Laredo Petroleum","Midland Basin",20H,KARNES,08,Gas,Completed,,2024-07-17,Eagle Ford Shale,12110,5233,102,8775,0,0,0,0,No
42-221-17343-62,"Apache Corporation","Permian Basin Unit",28H,HOWARD,08,Oil,Completed,,2024-07-17,Wolfcamp B,11020,7836,2390,5849,0,0,1,1,No
42-269-55035-46,"Surge Energy","Howard Draw",41H,LOVING,08,Oil,Completed,,2024-07-16,Delaware Sand,11393,6541,1103,2747,0,0,0,0,No
42-269-74139-45,"Ovintiv","Mabee Ranch",19H,LOVING,08,Oil,Completed,,2024-07-15,3rd Bone Spring,9138,13661,2000,2039,0,0,1,0,No
42-475-21225-74,"Surge Energy","Block 42",30H,WARD,08,Oil,Completed,,2024-07-14,Wolfcamp B,9900,9043,1148,7245,0,0,0,0,No
42-353-60660-69,"CrownQuest Operating","San Andres",28H,PECOS,08,Oil,Completed,,2024-07-14,Wolfcamp B,11476,8502,1894,7649,0,0,0,0,No
42-221-94976-79,"Centennial Resource Development","Mabee Ranch",50H,HOWARD,08,Oil,Completed,,2024-07-13,Wolfcamp B,9057,5272,914,702,0,0,1,0,No
42-123-57203-27,"ConocoPhillips","Section 12",15H,DEWITT,08,Gas,Completed,,2024-07-12,Austin Chalk,10297,12109,166,2172,0,0,0,0,No
42-479-81372-65,"Mewbourne Oil Company","Midland Basin",45H,WEBB,08,Oil,Completed,,2024-07-10,Olmos,10019,13928,761,677,0,0,0,0,No
42-353-95532-69,"EOG Resources","Section 12",44H,PECOS,08,Oil,Completed,,2024-07-10,Devonian,6646,5172,2148,5025,0,0,1,0,No
42-127-42237-31,"Occidental Petroleum","Pecos Valley",42H,DIMMIT,08,Gas,Completed,,2024-07-09,Austin Chalk,9751,5174,170,17088,0,0,1,1,No
42-371-16444-47,"Callon Petroleum","Martin Ranch",38H,REEVES,08,Oil,Completed,,2024-07-07,Delaware Sand,7565,7523,2369,5345,0,0,0,1,No
42-269-69548-75,"CrownQuest Operating","Clearfork Unit",22H,LOVING,08,Oil,Completed,,2024-07-06,3rd Bone Spring,8059,13595,1114,5599,0,0,1,0,No
42-317-38167-56,"Callon Petroleum","Mabee Ranch",21H,MIDLAND,08,Gas,Completed,,2024-07-05,Clearfork,6899,7417,174,2112,0,0,0,0,No
42-221-50481-66,"CrownQuest Operating","Wolfcamp Ranch",37,HOWARD,08,Gas,Completed,,2024-07-04,Wolfcamp A,10588,,98,1560,0,0,0,0,No
42-479-44977-94,"Ovintiv","Spraberry Deep",15H,WEBB,08,Oil,Completed,,2024-07-03,San Miguel,9814,8736,909,4595,0,0,0,0,No
42-475-38922-37,"CrownQuest Operating","Howard Draw",37H,WARD,08,Oil,Completed,,2024-07-02,Wolfcamp B,12520,5238,993,6780,0,0,0,0,No
42-221-88369-03,"Chevron USA","TXL Ranch",37H,HOWARD,08,Oil,Completed,,2024-06-30,Wolfcamp B,11065,8955,1763,7895,0,0,0,1,No
42-239-40373-61,"ConocoPhillips","University Lands",8,KARNES,08,Oil,Completed,,2024-06-29,Eagle Ford Shale,8953,,1367,5576,0,0,0,0,No
42-475-17051-78,"Ovintiv","Permian Basin Unit",32H,WARD,08,Oil,Completed,,2024-06-27,Wolfcamp B,10318,12300,350,2661,0,0,0,1,No
42-371-86766-41,"Ovintiv","Spraberry Deep",19H,REEVES,08,Gas,Completed,,2024-06-24,3rd Bone Spring,9545,7642,111,21003,0,0,0,1,No
42-479-60192-11,"Pioneer Natural Resources","Eagle Ford Unit",12H,WEBB,08,Oil,Completed,,2024-06-24,Eagle Ford Shale,9211,9992,1898,3641,0,0,1,0,No
42-479-27919-81,"ExxonMobil","Spraberry Trend",22,WEBB,08,Oil,Completed,,2024-06-24,San Miguel,9114,,1367,3195,0,0,0,0,No
42-123-89098-77,"Marathon Oil","Wolfcamp Ranch",13,DEWITT,08,Gas,Completed,,2024-06-23,Eagle Ford Shale,10176,,65,15501,0,0,0,1,No
42-130-91603-23,"ExxonMobil","South Texas Unit",31,ECTOR,08,Oil,Completed,,2024-06-23,San Andres,9796,,1699,995,0,0,1,0,No
42-317-80562-59,"ConocoPhillips","Bass Ranch",14H,MIDLAND,08,Oil,Completed,,2024-06-22,Wolfcamp D,9662,14874,2116,5286,0,0,2,0,No
42-475-60566-70,"Callon Petroleum","Mabee Ranch",46H,WARD,08,Gas,Completed,,2024-06-20,Bone Spring,10191,11431,32,14871,0,0,0,0,No
42-127-43651-04,"Apache Corporation","Martin Ranch",3H,DIMMIT,08,Oil,Completed,,2024-06-20,Austin Chalk,7235,13479,889,1211,0,0,0,0,No
42-221-67445-87,"Diamondback Energy","South Texas Unit",36,HOWARD,08,Oil,Completed,,2024-06-18,Lower Spraberry,8072,,481,6470,0,0,1,0,No
42-239-51750-11,"CrownQuest Operating","South Texas Unit",9H,KARNES,08,Gas,Completed,,2024-06-15,Eagle Ford Shale,9773,7798,34,11667,0,0,0,0,No
42-239-61825-75,"Apache Corporation","Mabee Ranch",40H,KARNES,08,Oil,Completed,,2024-06-15,Eagle Ford Shale,8946,8335,1792,2508,0,0,2,0,No
42-123-70738-49,"Endeavor Energy Resources","Midland Basin",43H,DEWITT,08,Oil,Completed,,2024-06-14,Austin Chalk,10739,6746,1313,4509,0,0,0,0,No
42-123-49785-84,"SM Energy","Fasken Ranch",13H,DEWITT,08,Gas,Completed,,2024-06-12,Eagle Ford Shale,12263,7055,68,13542,0,0,0,1,No
42-130-30316-79,"Apache Corporation","Howard Draw",38H,ECTOR,08,Oil,Completed,,2024-06-11,San Andres,9229,7351,1824,6761,0,0,1,0,No
42-239-53341-09,"Mewbourne Oil Company","Bone Spring Unit",31H,KARNES,08,Oil,Completed,,2024-06-11,Austin Chalk,11106,9734,1102,3983,0,0,0,1,No
42-130-14497-92,"Surge Energy","Howard Draw",22H,ECTOR,08,Oil,Completed,,2024-06-10,Wolfcamp A,11988,12767,1946,2855,0,0,0,0,No
42-371-69645-03,"Chevron USA","Martin Ranch",42H,REEVES,08,Oil,Completed,,2024-06-10,Bone Spring,9158,6719,429,6225,0,0,0,0,No
42-239-53353-91,"Fasken Oil and Ranch","San Andres",22H,KARNES,08,Oil,Completed,,2024-06-06,Eagle Ford Shale,10634,11923,1807,4497,0,0,1,2,No
42-127-64308-68,"ConocoPhillips","Spraberry Trend",2,DIMMIT,08,Oil,Completed,,2024-06-03,Pearsall Shale,9002,,852,3301,0,0,0,1,No
42-130-85502-24,"Fasken Oil and Ranch","Eagle Ford Unit",13,ECTOR,08,Gas,Completed,,2024-06-02,Spraberry,8937,,198,11781,0,0,0,0,No
42-303-40917-60,"Laredo Petroleum","Mabee Ranch",46H,MARTIN,08,Oil,Completed,,2024-06-02,Dean Sand,11176,7746,355,1459,0,0,0,0,No
42-123-29619-81,"Laredo Petroleum","Spraberry Deep",15H,DEWITT,08,Gas,Completed,,2024-05-23,Eagle Ford Shale,11596,11838,150,1788,0,0,0,0,No
42-475-31275-67,"Callon Petroleum","Bone Spring Unit",43,WARD,08,Oil,Completed,,2024-05-23,Wolfcamp B,9311,,379,4381,0,0,0,1,No
42-269-99911-22,"ExxonMobil","Bass Ranch",27H,LOVING,08,Oil,Completed,,2024-05-22,2nd Bone Spring,8281,13199,1715,4247,0,0,0,0,No
42-317-91156-76,"ExxonMobil","Mabee Ranch",25H,MIDLAND,08,Oil,Completed,,2024-05-22,Wolfcamp A,12299,5603,1821,5265,0,0,0,0,No
42-371-85266-33,"Ovintiv","Delaware Basin",44,REEVES,08,Oil,Completed,,2024-05-20,Bone Spring,10242,,1718,3931,0,0,0,0,No
42-303-64724-13,"ExxonMobil","South Texas Unit",30H,MARTIN,08,Oil,Completed,,2024-05-19,Lower Spraberry,8648,8272,2064,957,0,0,0,1,No
42-371-98656-76,"SM Energy","Martin Ranch",2H,REEVES,08,Oil,Completed,,2024-05-18,Avalon Shale,10287,14350,2206,7836,0,0,0,0,No
42-479-63949-12,"SM Energy","Pecos Valley",17H,WEBB,08,Oil,Completed,,2024-05-17,Eagle Ford Shale,11561,11504,295,5281,0,0,0,0,No
42-239-86283-44,"Fasken Oil and Ranch","Pecos Valley",34H,KARNES,08,Oil,Completed,,2024-05-15,Buda Limestone,6879,8245,1477,1326,0,0,0,0,No
42-269-28661-87,"Ovintiv","Eagle Ford Unit",36H,LOVING,08,Oil,Completed,,2024-05-13,Delaware Sand,7768,7811,2087,4692,0,0,0,0,No
42-353-61055-27,"Chevron USA","State Lands",5H,PECOS,08,Oil,Completed,,2024-05-13,Wolfcamp B,10039,14356,1233,2444,0,0,0,0,No
42-317-69616-77,"Callon Petroleum","State Lands",28H,MIDLAND,08,Gas,Completed,,2024-05-10,Dean Sand,8580,13950,120,23250,0,0,0,1,No
42-269-85780-44,"SM Energy","South Texas Unit",19,LOVING,08,Gas,Completed,,2024-05-09,3rd Bone Spring,10038,,235,23298,0,0,0,0,No
42-317-46341-91,"Centennial Resource Development","Block 42",31H,MIDLAND,08,Oil,Completed,,2024-05-05,Lower Spraberry,7435,14538,667,6759,0,0,0,0,No
42-130-83664-38,"Endeavor Energy Resources","Section 12",17H,ECTOR,08,Oil,Completed,,2024-05-05,Spraberry,7384,11207,745,6384,0,0,0,0,No
42-371-60277-74,"Ovintiv","Section 12",47H,REEVES,08,Oil,Completed,,2024-04-25,Wolfcamp A,10150,9256,1286,5382,0,0,0,1,No
42-123-23370-04,"Fasken Oil and Ranch","State Lands",16H,DEWITT,08,Oil,Completed,,2024-04-24,Eagle Ford Shale,12467,7506,1778,1620,0,0,0,0,No
42-317-61664-98,"Chevron USA","Clearfork Unit",37H,MIDLAND,08,Oil,Completed,,2024-04-22,Clearfork,10075,9964,556,6958,0,0,0,1,No
42-239-31111-44,"Surge Energy","Fasken Ranch",43H,KARNES,08,Oil,Completed,,2024-04-21,Austin Chalk,7491,14591,1781,1317,0,0,0,1,No
42-371-33117-82,"Marathon Oil","San Andres",42H,REEVES,08,Oil,Completed,,2024-04-21,3rd Bone Spring,10792,11961,2042,6635,0,0,0,0,No
42-130-61330-86,"Laredo Petroleum","Delaware Basin",19H,ECTOR,08,Gas,Completed,,2024-04-16,Wolfcamp A,10696,5328,187,19788,0,0,1,1,No
42-221-50575-45,"Apache Corporation","Martin Ranch",35H,HOWARD,08,Oil,Completed,,2024-04-14,Lower Spraberry,7554,9196,1228,3279,0,0,0,0,No
42-475-77664-47,"Surge Energy","TXL Ranch",17H,WARD,08,Oil,Completed,,2024-04-14,Cherry Canyon,11208,12681,1666,2690,0,0,0,1,No
42-303-43880-82,"Surge Energy","Wolfcamp Ranch",38,MARTIN,08,Gas,Completed,,2024-04-12,Spraberry,7749,,186,22743,0,0,0,0,No
42-371-35634-53,"Fasken Oil and Ranch","Cowden Ranch",8H,REEVES,08,Oil,Completed,,2024-04-09,3rd Bone Spring,8101,14644,2358,3718,0,0,0,0,No
42-269-95358-17,"Marathon Oil","Wolfcamp Ranch",21H,LOVING,08,Oil,Completed,,2024-04-09,3rd Bone Spring,9543,12858,490,4258,0,0,1,0,No
42-269-54466-56,"Callon Petroleum","Goldsmith",33,LOVING,08,Gas,Completed,,2024-04-06,3rd Bone Spring,9238,,166,3039,0,0,0,0,No
42-269-77911-56,"Diamondback Energy","TXL Ranch",32H,LOVING,08,Oil,Completed,,2024-04-02,Bone Spring,9052,14555,1222,871,0,0,1,1,No
42-353-59904-20,"Diamondback Energy","Midland Basin",10H,PECOS,08,Gas,Completed,,2024-04-01,Delaware Sand,7851,11782,141,12414,0,0,1,0,No
42-303-24424-41,"Endeavor Energy Resources","Clearfork Unit",20H,MARTIN,08,Oil,Completed,,2024-03-31,Wolfcamp B,11883,7406,701,3674,0,0,0,0,No
42-239-22245-66,"Marathon Oil","Spraberry Deep",15H,KARNES,08,Oil,Completed,,2024-03-31,Austin Chalk,8827,5537,529,701,0,0,0,0,No
42-479-21205-53,"Fasken Oil and Ranch","Howard Draw",42H,WEBB,08,Gas,Completed,,2024-03-30,Olmos,7963,11101,183,14478,0,0,0,0,No
42-479-17415-41,"Fasken Oil and Ranch","Section 12",36H,WEBB,08,Oil,Completed,,2024-03-27,San Miguel,7603,12796,1914,2370,0,0,0,1,No
42-221-52297-55,"Fasken Oil and Ranch","Eagle Ford Unit",36H,HOWARD,08,Gas,Completed,,2024-03-27,Dean Sand,9963,7195,166,10797,0,0,1,1,No
42-127-66764-27,"ConocoPhillips","Pecos Valley",32H,DIMMIT,08,Oil,Completed,,2024-03-24,Eagle Ford Shale,9098,6503,1315,3531,0,0,0,1,No
42-239-14565-27,"EOG Resources","Spraberry Deep",50H,KARNES,08,Gas,Completed,,2024-03-24,Austin Chalk,9530,6888,29,1821,0,0,0,3,No
42-127-50930-28,"Callon Petroleum","Howard Draw",39H,DIMMIT,08,Oil,Completed,,2024-03-20,Pearsall Shale,7296,8052,1027,5973,0,0,0,1,No
42-317-40966-84,"Chevron USA","University Lands",40H,MIDLAND,08,Gas,Completed,,2024-03-17,Wolfcamp D,9072,8636,166,19713,0,0,0,0,No
42-317-72812-54,"Pioneer Natural Resources","University Lands",5H,MIDLAND,08,Oil,Completed,,2024-03-16,Dean Sand,8117,6323,2138,4148,0,0,0,0,No
42-475-71087-95,"Mewbourne Oil Company","Howard Draw",33H,WARD,08,Oil,Completed,,2024-03-16,Wolfcamp B,10226,11897,2024,3148,0,0,0,1,No
42-239-57627-62,"Centennial Resource Development","Spraberry Deep",31H,KARNES,08,Oil,Completed,,2024-03-14,Eagle Ford Shale,10352,5715,634,5602,0,0,0,0,No
42-475-98186-13,"SM Energy","Howard Draw",31H,WARD,08,Oil,Completed,,2024-03-13,Cherry Canyon,6762,10537,2177,7615,0,0,0,1,No
42-353-96371-94,"ExxonMobil","TXL Ranch",37H,PECOS,08,Gas,Completed,,2024-03-12,Wolfcamp A,12412,12190,217,3543,0,0,0,0,No
42-123-44501-16,"Fasken Oil and Ranch","Spraberry Deep",44H,DEWITT,08,Gas,Completed,,2024-03-12,Eagle Ford Shale,12313,9276,27,9681,0,0,0,0,No
42-239-61442-75,"ConocoPhillips","San Andres",11H,KARNES,08,Oil,Completed,,2024-03-11,Buda Limestone,9023,13263,1128,1791,0,0,0,1,No
42-127-83435-65,"Endeavor Energy Resources","Midland Basin",48H,DIMMIT,08,Oil,Completed,,2024-03-08,Austin Chalk,7256,6784,1367,2176,0,0,0,0,No
42-479-15124-15,"Occidental Petroleum","Permian Basin Unit",5H,WEBB,08,Oil,Completed,,2024-03-08,Eagle Ford Shale,8995,13971,666,3733,0,0,0,0,No
42-371-32681-62,"Marathon Oil","Permian Basin Unit",15H,REEVES,08,Gas,Completed,,2024-03-07,Wolfcamp A,10596,6793,171,10755,0,0,1,0,No
42-130-24005-13,"Fasken Oil and Ranch","Midland Basin",36H,ECTOR,08,Oil,Completed,,2024-03-06,San Andres,9975,5978,867,5116,0,0,0,0,No
42-475-21508-20,"Pioneer Natural Resources","San Andres",5H,WARD,08,Oil,Completed,,2024-03-06,Wolfcamp B,11206,12063,648,3698,0,0,0,0,No
42-123-72587-54,"Pioneer Natural Resources","Fasken Ranch",38H,DEWITT,08,Oil,Completed,,2024-03-02,Eagle Ford Shale,11448,12563,1269,4748,0,0,0,0,No
42-269-37559-11,"ConocoPhillips","Spraberry Trend",12H,LOVING,08,Oil,Completed,,2024-03-02,Bone Spring,9684,13746,2083,6674,0,0,0,0,No
42-269-34160-22,"Occidental Petroleum","State Lands",35H,LOVING,08,Gas,Completed,,2024-03-01,3rd Bone Spring,10444,14871,165,17751,0,0,0,0,No
42-303-96273-70,"Devon Energy","Wolfcamp Ranch",28H,MARTIN,08,Oil,Completed,,2024-02-29,Wolfcamp A,9056,9393,1389,1773,0,0,0,0,No
42-479-21174-14,"Fasken Oil and Ranch","Block 42",18H,WEBB,08,Oil,Completed,,2024-02-28,San Miguel,10376,11070,748,370,0,0,0,0,No
42-303-45874-36,"Occidental Petroleum","Eagle Ford Unit",46,MARTIN,08,Oil,Completed,,2024-02-23,Spraberry,9040,,1104,3703,0,0,0,1,No
42-130-29082-09,"Ovintiv","Eagle Ford Unit",17H,ECTOR,08,Oil,Completed,,2024-02-23,Clearfork,8019,6204,2189,7139,0,0,0,0,No
42-221-55316-83,"Fasken Oil and Ranch","Midland Basin",24H,HOWARD,08,Gas,Completed,,2024-02-22,Wolfcamp A,9268,9472,38,9768,0,0,0,0,No
42-475-67661-33,"Fasken Oil and Ranch","Delaware Basin",32H,WARD,08,Oil,Completed,,2024-02-20,Wolfcamp B,11634,14781,1821,7411,0,0,0,1,No
42-127-49995-14,"Devon Energy","Spraberry Trend",33H,DIMMIT,08,Oil,Completed,,2024-02-20,Austin Chalk,7263,5630,1582,4476,0,0,0,0,No
42-475-27251-12,"Surge Energy","Wolfcamp Ranch",18,WARD,08,Oil,Completed,,2024-02-20,Cherry Canyon,6043,,419,4922,0,0,0,1,No
42-123-54092-93,"Chevron USA","State Lands",14H,DEWITT,08,Oil,Completed,,2024-02-19,Eagle Ford Shale,10058,9397,216,4867,0,0,0,0,No
42-317-86317-59,"Diamondback Energy","Howard Draw",20H,MIDLAND,08,Oil,Completed,,2024-02-17,Wolfcamp A,10487,13620,1309,5089,0,0,0,0,No
42-239-12257-43,"Centennial Resource Development","Spraberry Deep",35H,KARNES,08,Oil,Completed,,2024-02-14,Buda Limestone,11175,13276,952,4113,0,0,1,0,No
42-303-81237-74,"Fasken Oil and Ranch","Permian Basin Unit",31H,MARTIN,08,Oil,Completed,,2024-02-06,Lower Spraberry,8825,8771,524,6894,0,0,0,1,No
42-317-31526-07,"Centennial Resource Development","Spraberry Trend",46H,MIDLAND,08,Oil,Completed,,2024-02-05,Spraberry,8998,7311,1883,5070,0,0,1,1,No
